SMILES,Odor,Stimulus,CID
CC1C(=O)C(=C(O1)C)O,caramellic; fruity; pineapple; roasted; strawberry,19309,19309
CSSSC,cabbage; garlic; onion,19310,19310
CC(=O)CCCCC=C,cheesy; fatty; herbal,19315,19315
CC(=C)CC(=O)C,burnt; ketonic; mint; sweet,19543,19543
CCCCCC1=CC=CO1,earthy; fruity; green; vegetable,19602,19602
CCCCCCCC1=CC=CO1,dairy; fatty; green; meaty; nutty; oily; tropical,19603,19603
CC(=CCCC(=CCCC(=O)C)C)C,aldehydic; floral; fresh; fruity; green; leafy; rose,19633,19633
CCOC(CC(C)C)OCC,cocoa; ethereal; fatty; fermented; fruity; green; malty,19695,19695
CCCC(=O)C(=O)C,buttery; creamy; sweet,19707,19707
CCCSC,green; onion; vegetable,19754,19754
CCOC(=O)C(C)(C)C,apple; fruity; rum,19838,19838
COC1=C(C=CC(=C1)C(=O)OC)O,floral; fresh; green; spicy; sweet; vanilla,19844,19844
CC(C)(C)C1=CC=NC=C1,green; leafy; tobacco; woody,19878,19878
CCCSCC,onion; vegetable,20063,20063
CCCCCCC(C)O,earthy; floral; green; leafy; musty,20083,20083
CCC=CCC(=O)O,cheesy; fruity,20200,20200
CCCCCCCC(=O)OCC=C,apple; banana; fatty; fruity; pineapple; winey,20219,20219
CC1=CC2=CC=CC=C2O1,phenolic,20263,20263
CCCC(=O)OC1=CC=CC=C1,aromatic; floral; fruity; honey; sweet,20354,20354
CCCCCCC1OCC(O1)C,fresh; fruity; green; herbal,20357,20357
C1CCC(CC1)OC=O,fruity; sweet,20358,20358
C1CCC2C(C1)CCC(=O)O2,coumarinic; herbal; spicy; sweet,20487,20487
C1=COC(=C1)CSSCC2=CC=CO2,coffee; meaty; roasted; sulfurous,20499,20499
C1CCC(CC1)CCO,floral; fresh,20508,20508
CCCCC1=CC=CO1,burnt; musty; nutty; spicy; vegetable,20534,20534
CC1=CCC(C1(C)C)C(=O)C,camphoreous; fatty; herbal; pine; sweet; woody,20590,20590
CC(C)C1CCC(CC1)O,floral; rose,20739,20739
CC(CCC=C(C)C)O,citrus; fatty; floral; green; sweet,20745,20745
COC(=O)C1CCCCC1,berry; floral; fruity; milky; sweet,20748,20748
CC1CC(=O)C=C2C1(CC(CC2)C(=C)C)C,citrus; grapefruit,20797,20797
CCC(OCC)OCC,apple; brandy; cognac; ethereal; fruity,20858,20858
CCC(OC)OC,brandy; cognac; ethereal; fruity,20859,20859
CCC1=CC=C(C=C1)C=O,almond; anisic; cherry; green; herbal,20861,20861
CCCC(C=C)O,ethereal; rum,20928,20928
CCCCCC1=CC=CS1,cheesy; fruity; mushroom; savory; sulfurous; tropical,20995,20995
C1CCC(C1)C2CCCC2=O,fresh; fruity; green; jasmine; mint,21003,21003
CCCCCCCCOC(=O)CCCCC,fruity; green; oily; sweet,21006,21006
CCCCC(C=C)O,buttery; cheesy; earthy; fruity; green; mushroom; sweet; vegetable,21057,21057
CCC1=C(C(=O)C=CO1)O,caramellic; fruity; sweet,21059,21059
CC(=O)CCCCCC=C,cheesy,21108,21108
CC(=CCOC(=O)C1=CC=CC=C1)C,balsamic; floral; sweet; tea,21265,21265
C1CCC(CC1)CC(=O)O,buttery; caramellic; cheesy; honey; waxy,21363,21363
CCCCCCOC(C)OCCCCCC,apple; fermented; fruity; green; herbal,21503,21503
CC(CC=O)CC(C)(C)C,green; herbal; spicy,21574,21574
CCCCCCC(=O)OCCCC,apple; fruity; green; herbal,21596,21596
CCCCCCCC(=O)OC(C)C,fatty; fruity; winey,21606,21606
CCOC(=O)CCS,fresh; fruity; grape; tropical,21625,21625
CC(=O)CCC1=CC=C(C=C1)O,fruity; sweet,21648,21648
CCC(C)CCCCCCC(=O)O,fatty; waxy,21813,21813
C1C(OC(O1)CC2=CC=CC=C2)CO,floral; rose; sweet,21895,21895
CC1=NC=CN=C1C,caramellic; cocoa; coffee; green; meaty; nutty; potato,22201,22201
CC1(CCC(O1)C(C)(C)O)C=C,creamy; earthy; floral; leafy; sweet,22310,22310
CC1=CCC(CC1)C(=C)C,citrus; gasoline,22311,22311
CCCSSSCCC,green; onion,22383,22383
CCCC(C)O,alcoholic; ethereal; solvent; winey,22386,22386
CCCCCCCCCCC(=O)C,citrus; floral; fruity,22556,22556
CC(=O)OCCOC1=CC=CC=C1,floral; fruity; herbal,22568,22568
CCCCCCOC(=O)C1=CC=CC=C1O,balsamic; floral; fruity; hay; herbal; spicy,22629,22629
CCCCCCCCCCCCOC(=O)C(C)O,burnt; dairy; fatty; fruity; oily,22692,22692
CCCCCCOC(=O)CCCCC,berry; fresh; fruity; green; sweet; tropical; vegetable; waxy,22873,22873
CSCCSC,alliaceous; dairy; garlic; sulfurous,23110,23110
CCCCC=CC=CC=O,cucumber; fatty; grassy; green; leafy; violet,23203,23203
CCCCCCOC(=O)C1=CC=CC=C1,balsamic; floral; green; herbal; woody,23235,23235
C1=CSC(=C1)SSC2=CC=CS2,brothy; savory,23347,23347
CCCCCC(=O)OCC1=CC=CC=C1,apricot; floral; fruity; green; peach; pineapple; sweet; tropical,23367,23367
CC(C)OC(=O)CCCCC(=O)OC(C)C,fruity,23368,23368
CC(=O)CC(=O)OC1CCCCC1,caramellic; fruity; sweet,23376,23376
CCCCCCCCCCCCCCC(=O)OC,fatty; oily; waxy,23518,23518
CCOC(C(C)CC1=CC=C(C=C1)C(C)C)OCC,floral; green; vegetable,23534,23534
CC(=CCCC(C)(C=C)OC(=O)C1=CC=CC=C1N)C,floral; green; orange,23535,23535
COC1=CC=CC=C1S,earthy; meaty; roasted; smoky; vanilla,23642,23642
CCCCOC(=O)C=CC,apple; cognac; fruity; green; herbal; pineapple; rum,23726,23726
CCC(C)C(=O)OCC,apple; fruity; green; strawberry,24020,24020
CCCCOC(=O)C(C)OC(=O)CCC,buttery; fruity; sour; sweet,24114,24114
CC(C)C(=O)C(=O)C,buttery; creamy; fruity; sweet,24115,24115
C=CCOC(=O)COC1=CC=CC=C1,fruity; honey; pineapple; sweet,24117,24117
CCOC(=O)CC(C(=O)OCC)O,apple; fruity; herbal; winey,24197,24197
CCCCOC(=O)C1=CC=CC=C1N,berry; fruity; grape; sweet; winey,24433,24433
CC1CCC(CC1=O)C(=C)C,mint,24473,24473
C1CCC(CC1)OC(=O)C2=CC=CC=C2N,fatty; floral; fruity; grape; orange,24510,24510
CCCCCCCCCC(OC)OC,citrus; fatty; fruity; green; orange; waxy,24513,24513
CC(C)COC(=O)C1=CC=CC=C1N,fruity; orange; sweet,24515,24515
CCCCCCC(=O)OCC(C)C,cognac; fruity; green; winey,24516,24516
CCCCCCC(C)C=O,citrus; fatty; floral; orange; rose,24583,24583
CC1CCC(C(C1)O)C(=C)C,herbal; mint,24585,24585
CCOCCC(OCC)OCC,alcoholic; cognac; ethereal; fruity,24624,24624
CCOC1=CC=C(C=C1)C=O,almond; anisic; cherry; sweet,24834,24834
COC1=C(C=CC(=C1)CC=C)OC=O,dry; orris; sweet; woody,24835,24835
CCCCCCOC(=O)C(C)CC,apple; fruity; green,24838,24838
CCC(C)N,cheesy; fishy; ripe,24874,24874
CCCC(=O)OC(C)(C)CC1=CC=CC=C1,apricot; fruity; plum; tea,24915,24915
CCOC(=O)C1CC2CC1C=C2,fruity; green; honey,24986,24986
CCCCCCCCCCC(C)O,ethereal; fatty; fruity; oily,25045,25045
CCCCCCCCCCCC(=O)OC(C)C,creamy; dairy; fatty; floral; fruity; green; oily; waxy,25068,25068
COC1=C(C=CC(=C1)CC=C)OC(=O)CC2=CC=CC=C2,aromatic; honey; spicy; sweet; warm,25238,25238
CCOC(C)OC,alcoholic; ethereal; green; nutty; pungent,25298,25298
CCCCCCCCCCCCC=O,citrus; fatty; orange; waxy,25311,25311
CCCCCCCCCCC(=O)OCCCC,cognac; fatty; fruity; oily; waxy,25404,25404
CCCCC(=O)C(C)C,cheesy; dairy; fruity; green; herbal,25611,25611
C=CCCCCCCCCO,aldehydic; fresh; rose; waxy,25612,25612
CCC1=CN=C(C=N1)CC,cocoa; earthy; musty; nutty,25797,25797
CCC1=NC=C(N=C1)C,cocoa; coffee; green; nutty; roasted,25915,25915
CCC1=NC(=CN=C1C)C,almond; burnt; chocolate; cocoa; nutty,25916,25916
CC1=CCC2C(C1)C2(C)C,fresh; sweet,26049,26049
CC(C)(C)C1CCCCC1O,camphoreous; mint; pine,26068,26068
CC(C)CC(=O)C(=O)C,buttery; oily,26204,26204
CCC1=NC=CN=C1,buttery; musty; nutty,26331,26331
CCC1=NC(=CN=C1)C,cocoa; hazelnut; potato; roasted,26332,26332
CC1=NC=CN=C1CC(C)C,earthy; herbal; vegetable,26333,26333
CCC1=NC=C(N=C1C)C,almond; burnt; chocolate; cocoa; hazelnut; nutty,26334,26334
CC1=CN=C(C=N1)C=C,coffee,26335,26335
CC1(C(CCC(O1)(C)C=C)O)C,creamy; earthy; floral; fresh,26396,26396
CCCCCCCCCCCCCCCCC(=O)OCC,fatty; oily; waxy,26397,26397
CCCCCC=CC(=O)C,earthy; fruity; mushroom; sweet,26630,26630
CC1=CN=C(C(=N1)C)C,burnt; cocoa; coffee; nutty; potato; roasted,26808,26808
CC1(CCCC2(C1=CC(=O)O2)C)C,floral; fruity; sweet; tea; tobacco,27209,27209
CCC1=NC(=CS1)C,cocoa; coffee; meaty; nutty; savory,27440,27440
CCC1=NC=CN=C1C,burnt; earthy; green; hazelnut; nutty; potato; roasted,27457,27457
CCC1=NC=CN=C1CC,earthy; nutty; potato; roasted,27458,27458
CCC1=CN=C(C(=N1)C)C,almond; burnt; chocolate; cocoa; nutty,27460,27460
CC1CCOC(C1)C=C(C)C,earthy; green; rose,27866,27866
CC1CCC(C(C1)OC(=O)C)C(C)C,fresh; fruity; herbal; mint; sweet,27867,27867
CCC(C)C(=O)OC1CC(CCC1C(C)C)C,floral; fruity; herbal; mint; sweet,27868,27868
CCCCCC(C=C)OC(=O)CCC,buttery; earthy; mushroom,27892,27892
CCC(C)(C)C1CCC(=O)CC1,camphoreous; orris; woody,27941,27941
CCC1=NC=C(N=C1CC)C,chocolate; hazelnut; meaty; nutty; roasted,28905,28905
CCC1=CN=C(C(=N1)CC)C,cocoa; earthy; green; nutty,28906,28906
CCCCCCCCCCCCCCCCCCC(=O)OCC,odorless; waxy,29008,29008
CC(CCCC(C)(C)O)C=C,citrus; floral; fresh; herbal,29096,29096
CCCCCCCCC(C)C=O,citrus; dry; fatty; green; orange; waxy,29381,29381
CC1=C(OC(=N1)C(C)C)C,earthy; green,29644,29644
C[C@H]1CCC[C@@]2([C@@]1(CCCC2)O)C,earthy; green; herbal; musty,29746,29746
CCCCC(=O)OC1=CC=CC=C1,fruity; medicinal; phenolic,29950,29950
CC1CC(=O)CC(C1=O)(C)C,sour; tea; tobacco,30181,30181
CC1=C(OC(=N1)C)C,beefy; chocolate; fruity; green; meaty; nutty; sweet,30215,30215
CCCOC(C)OCC,alcoholic; cognac; ethereal; green; nutty; pungent,30220,30220
CC(=CCC(COC(=O)C)C(=C)C)C,fruity; herbal; spicy; sweet; warm,30247,30247
CC1CCC(CC1OC(=O)C)C(=C)C,floral; mint; rose; sweet,30248,30248
CC(C)CCCC(C)CCOC(=O)C,floral; fruity; honey; waxy,30249,30249
CCCCCCCC=CC=CC=O,chicken; fatty,30748,30748
CC(=O)OCCC1CCCCC1,fruity; mint; rose; sweet,30771,30771
CC(=O)C1=NC=CN=C1,bread; nutty; popcorn,30914,30914
CC1=CN=C(C=N1)C(=O)C,bread; nutty; popcorn,30915,30915
CCCCOC(=O)CC1=CC=CC=C1,honey; rose; sweet,31210,31210
CC(=O)CCC1=CC(=C(C=C1)O)OC,balsamic; spicy; sweet; vanilla,31211,31211
CCOC(OCC)OCC,camphoreous,31214,31214
CCC(=O)OCC1=CC=CC=C1,floral; fruity; jasmine,31219,31219
CCC(=O)OCCC1=CC=CC=C1,fruity; herbal; rose; spicy,31225,31225
CC(=O)OCCCC1=CC=CC=C1,balsamic; floral; honey; spicy,31226,31226
CC(=O)OC1=CC=CC=C1,jasmine; metallic,31229,31229
CC(=O)CC1=CC=C(C=C1)OC,anisic,31231,31231
C1=CC=C(C=C1)CCCO,balsamic; floral,31234,31234
C1=CC=C(C=C1)OCCO,balsamic; floral; fresh; rose,31236,31236
CCCCC(CC)C=O,fruity; green,31241,31241
CCC1=CC=C(C=C1)O,animal; phenolic; woody,31242,31242
COC1=CC=C(C=C1)C=O,anisic; floral; fruity; hay; herbal; sweet; vanilla,31244,31244
CCCC(C)C=O,cheesy; cocoa; fruity; green,31245,31245
CCCC(=O)CCC,fruity; green; pungent,31246,31246
CCOC(=O)CCC(=O)OCC,ethereal; grape; green; winey,31249,31249
CCCCCCCCC(=O)OCC,cognac; fatty; grape; nutty; oily; waxy,31251,31251
CC1=CN=C(C=N1)C,chocolate; earthy; roasted,31252,31252
CC(=O)CC(C)(C)O,fresh; fruity; ketonic; mint,31256,31256
CC(C)CCO,alcoholic,31260,31260
CC1OC(OC(O1)C)C,fruity; musty; rum; sweet,31264,31264
CCCCCC(=O)OCC,banana; fruity; pear; pineapple; strawberry; tropical,31265,31265
CCCCCC(=O)OCC=C,fatty; fruity; pineapple; winey,31266,31266
CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,fatty; odorless,31271,31271
CCCCOC(=O)C,banana; fruity; pear; pineapple; sweet,31272,31272
CC(C)CCOC(=O)C,banana; fruity; pear; sweet,31276,31276
CCCCCCCCCCCCCCCCCC(=O)OCCCC,fatty; fruity; odorless,31278,31278
CCCCCCCCCCCCCC(=O)OCC,fatty; sweet; waxy,31283,31283
CCCCCCCCCCCCCC(=O)OC,cognac; fatty; oily; orris,31284,31284
CCCCCCCC=C,gasoline,31285,31285
CCCCCCCCC=O,fatty; floral; rose; waxy,31289,31289
CCCCCCCCCCCCCC=O,citrus; fatty; waxy,31291,31291
CC(=CCCC(C)(C=C)OC(=O)C1=CC=CC=C1)C,citrus; floral; fruity,31353,31353
CC1(C2CC=C(C1C2)CCO)C,camphoreous; citrus; pine; woody,31408,31408
CCC(=O)OCCOC1=CC=CC=C1,fruity,31954,31954
CC1SC(SS1)C,chicken; meaty; onion,32033,32033
CC1=NC=CN=C1C(=O)C,cocoa; coffee; hazelnut; nutty; popcorn; roasted,32093,32093
CC1NCCS1,fishy; meaty; sweet,32196,32196
CC(C)CC1=NC=CN=C1OC,green,32594,32594
CCCCCOC(=O)CCC(C)C,apple; fruity; oily,32967,32967
C(CC(=O)O)[C@@H](C(=O)O)N,meaty,33032,33032
CCC1=NC=CN=C1OC,earthy; green; musty; nutty; vegetable,33135,33135
CC(C)C1=NC=CN=C1OC,earthy; potato; vegetable,33166,33166
CC1=CC=CC=C1OC,camphoreous; earthy,33637,33637
CC(S)S,cheesy; meaty; onion; roasted; savory; sulfurous,33645,33645
CCCCCC1=CC=CC(=O)O1,buttery; coconut; creamy; dairy; peach,33960,33960
CCC=CCCC=CCO,cucumber; leafy; melon; vegetable,34134,34134
CC1=C(C=CO1)S,beefy; brothy; fishy; meaty; roasted; sweet,34286,34286
CC1=C(SC=C1)C,brothy; meaty; nutty; roasted; sweet,34295,34295
CC(C)C1=NC=CN=C1,green; nutty,34590,34590
CC1CCC(C(=O)C1)C(=C)C,green; mint; woody,34645,34645
CCCSSCC,fatty; garlic; green; onion; roasted; savory; sulfurous; vegetable,35349,35349
CCCCCCCCCC(=O)OCCCC,brandy; cognac; fruity; oily; sweet,35408,35408
CCC(=O)C1CC(CC=C1C)C(C)C,citrus; green; leafy,35785,35785
CC1=CCCC(C1CCC(=O)C)(C)C,floral; fruity; orris; violet; woody,35821,35821
COC1=CC(=CC(=C1O)OC)C=C,phenolic; smoky; spicy,35960,35960
CC(=O)OC1CCC(CC1)C(C)(C)C,floral; orris; woody,36081,36081
CCC1=C(SC(=N1)C)C,burnt; coffee; earthy; potato,36098,36098
CCC1=CN=C(C(=N1)C)CC,burnt; cocoa; hazelnut,36225,36225
C1CCC2=NC=CN=C2C1,nutty; popcorn; roasted,36822,36822
CCC=CCCOC(=O)CC(C)C,apple; fruity; green,37065,37065
CCCCCCCCCCCCCCCCOC(=O)C(C)O,odorless,37098,37098
CC(C(=O)C)S,beefy; catty; coffee; meaty; onion; savory,38679,38679
CCCCCCCCCCCCCCC(=O)OCC,fatty; oily; waxy,38762,38762
CCCC1=CSC(=N1)C,green; vegetable,39071,39071
CCCCCCCCC(=O)OCCCC,cognac; fruity; oily; rose; winey,39742,39742
CC(=O)OCCCCCCCCC=C,rose; waxy,39801,39801
CCCCCC1CC=CC(=O)O1,buttery; coconut; creamy,39914,39914
CCC1=C(N=CS1)C,green; hazelnut; vegetable,40380,40380
CC1=C(SC(=N1)C(C)C)C,earthy; nutty; potato; roasted,40787,40787
CC1=CC(=C(O1)C)S,meaty; roasted; savory,41569,41569
CC1=CC(=C(O1)C)SC(=O)CC(C)C,cocoa; creamy,41570,41570
CCCCCCCCCCCCCCCC=CC=O,fatty,41923,41923
CCCCCC=CC=C,gasoline,41971,41971
CC(CCOC(=O)C)CC(C)(C)C,fruity; orris; woody,42745,42745
C[C@H]1CC[C@@H]([C@H](C1)OC(=O)CC(=O)C)C(C)C,floral; fresh; fruity; mint,43045,43045
CCCCCCCC(=O)OC1=CC=C(C=C1)C,animal; floral; herbal; oily,43046,43046
CCCC(C)OC(=O)CCC,banana; ethereal; fruity; green; peach; pineapple; plum; sharp; sweet,43263,43263
CCCSSC1=C(OC=C1)C,beefy; coffee; meaty; roasted,43579,43579
CC1=C(C=CO1)SSC,brothy; coffee; meaty; roasted; sulfurous,47649,47649
CCCC(=O)OCCC(C)CCCC(C)C,floral; fruity; rose,49988,49988
CC(C)CCCC(C)OC(=O)C,fruity; sweet,50006,50006
CC(=CCOC(=O)C1=CC=CC=C1O)C,floral; herbal; sweet; woody,50216,50216
CCCCC=CCC(=O)OC,fatty; fruity; green; melon; pear,50608,50608
CCOC1=CC=CC=C1CO,anisic; aromatic; sweet; vanilla,51381,51381
CCCCC1=NC(=C(S1)C)C,green; meaty; nutty; roasted; sulfurous,53517,53517
CC1N=C(CO1)C,meaty; nutty; roasted; vegetable,53654,53654
CC(C)CC(=O)OC1CC2CCC1(C2(C)C)C,camphoreous; earthy; fruity; green; herbal; mint; woody,60968,60968
CCOC(=O)C1=CC=C(C=C1)OC,anisic; floral; sweet,60979,60979
CCCCC(=O)C(=O)C,buttery; cheesy; fatty; sweet,60983,60983
CC(C)C(=O)OCCC(C)CCC=C(C)C,fruity; rose; sweet,60985,60985
CC1=CC=C(C=C1)C(C)C=O,floral; fresh; green; herbal; sweet; woody,60990,60990
COC(CC1=CC=CC=C1)OC,earthy; floral; green,60995,60995
CC1=CC=C(C=C1)OC(=O)CC2=CC=CC=C2,animal,60997,60997
CC(C)COC(=O)CC1=CC=CC=C1,floral; rose; sweet,60998,60998
C1=CC=C(C=C1)CC(=O)OCC2=CC=CC=C2,floral; sweet,60999,60999
CC(C)C(=O)OCCOC1=CC=CC=C1,floral; fruity; honey,61005,61005
CC1=CC=C(C=C1)CC=O,cherry; fruity; green; melon; nutty; sweet,61006,61006
CC(=O)CCC1=CC=C(C=C1)OC,berry; floral; fruity; sweet,61007,61007
C1=CC=C(C=C1)CCCOC=O,floral; green; honey; sweet,61010,61010
C1CCCCCC(=O)OCCOC(=O)CCCCC1,fatty; musk; oily; sweet,61014,61014
CCCCCCCCCCCC(=O)OCCCC,fatty; fruity; oily,61015,61015
CC(CCC=C(C)C)C=O,green; melon,61016,61016
CC(=CC=O)C,almond; fruity; nutty; spicy,61020,61020
CCCCCCCCOC(=O)C(C)C,earthy; fatty; fruity; green; herbal; vegetable,61024,61024
CCCCOC(=O)CCCCCCCCC=C,brandy; buttery; fatty; waxy; winey,61027,61027
CCCCCCCCOC(=O)CCC,fatty; floral; fruity; green; herbal,61030,61030
CCCCCCCCCC(C)C=O,dry; fatty; fruity,61031,61031
CC(=O)OCCCCCCCCCC=C,fatty; floral; honey; rose,61035,61035
CC(=CCCC(C)(C=C)OC=O)C,citrus; fresh; herbal,61040,61040
CC1=C(C(CC=C1)(C)C)C=O,camphoreous; tobacco,61041,61041
CC1=C(C(=CC=C1)C)S,meaty; phenolic; roasted; smoky; sulfurous,61045,61045
CC(C)COC(=O)C1=CC=CC=C1,balsamic; floral; fruity; green; leafy; rose,61048,61048
CCCCCCCCOC(=O)CC1=CC=CC=C1,citrus; fatty; floral; fruity; rose; sweet,61050,61050
CCC(=O)OCCCC1=CC=CC=C1,balsamic; floral,61052,61052
COC1=CC=C(C=C1)COC=O,floral; green; spicy; sweet; vanilla,61054,61054
C[C@@]12CC[C@H](C1(C)C)C[C@H]2O,camphoreous; pine,61060,61060
CC(C)C(=O)OCCC(C)CCCC(=C)C,floral; fruity; rose; sweet,61085,61085
CC(CCCC(=C)C)CCOC=O,fresh; fruity; green; leafy; rose,61092,61092
CCCC(=O)OCCC(C)CCCC(=C)C,fruity; rose; sweet,61093,61093
CCCCCCCCOC(=O)CC,fatty; fruity; sweet; waxy,61096,61096
CCC(=O)OC(C)(CCC=C(C)C)C=C,floral; fruity; rose; sweet,61098,61098
CC1=C(C(CCC1)(C)C)CC=O,fruity; sweet; tea; tobacco,61124,61124
CC1(CC2C1CCC3(CCCC2(C3)O)C)C,dry; spicy; warm; woody,61125,61125
CC1=CC(C2CC1C2(C)C)O,camphoreous; mint; spicy; sweet,61126,61126
CC1(CCCC2(C1CCC3(C2CC(=O)O3)C)C)C,tobacco,61129,61129
CC1(C2CC=C(C1C2)C=O)C,cinnamon; herbal; spicy,61130,61130
CCCCOCC1=CC=CC=C1,floral; fruity; rose; sharp; sweet,61134,61134
CCCCC(=O)OCCCC,ethereal; fruity,61137,61137
C=CCCC(=O)O,caramellic; cheesy; sour,61138,61138
COC1=CC=CC=C1C(=O)OC,anisic; herbal; musty; winey,61151,61151
COC1=CC=CC=C1C=C,earthy; leathery; medicinal; musty; spicy; woody,61153,61153
CC(=O)OC1=CC=CC=C1OC,smoky; sweet,61155,61155
CC1=CC=CC=C1OC(=O)C2=CC=CC=C2O,aromatic; mint; sweet,61159,61159
CC(C)OC(=O)C(C)O,buttery; caramellic; fruity; milky,61160,61160
CCC(=O)OCC1=CC=CO1,banana; fruity; green; pear,61166,61166
CCCC(=O)OCC1=CC=CO1,fruity; grape; green,61167,61167
CCSC(=O)C,garlic; meaty; sulfurous,61171,61171
CCCCCCOC=O,ethereal; fruity; green; sweet,61177,61177
CCC(=O)OCC1CCCO1,caramellic; fermented; fruity; sweet,61183,61183
CCCC(=O)OC(C)C,buttery; pineapple; strawberry,61184,61184
CCCCCCCC(=O)OCCCCC,fatty; floral; fruity; oily; sweet,61185,61185
CC1=C(SC=N1)CCOC(=O)C,beefy; bread; brothy; chicken; nutty,61192,61192
CCC1C(=C(C(=O)O1)O)C,caramellic,61199,61199
CC1=CC(=C(C=C1)C=O)O,burnt; caramellic; coumarinic; sweet,61200,61200
CCCC(CC1=CC=CC=C1)O,earthy; green; sweet,61202,61202
CCCCCCC1CCCC(=O)O1,creamy; fatty; peach,61204,61204
CC1CCC(=O)C1=O,caramellic,61209,61209
CC(CS)S,onion; sulfurous,61217,61217
CC(=O)OC1=C(C=C(C=C1)C=O)OC,creamy; floral; sweet; vanilla,61229,61229
CCCCCCC(=O)CC,fruity; grassy; green; herbal,61235,61235
CC(=O)C1=CC=CN1C,floral; nutty; sweet,61240,61240
C=CC(CC=O)C1=CC=CC=C1,cocoa; floral,61243,61243
C1CSCC1=O,buttery; garlic; meaty; onion; roasted; vegetable,61252,61252
CCC(=O)C1=CC=CN1,green; roasted,61260,61260
CSC1=CC=CC=C1O,beefy; brothy; burnt; caramellic; meaty; smoky; sulfurous,61261,61261
CC(=O)OCC1=CCC2CC1C2(C)C,floral; herbal; spicy; sweet; woody,61262,61262
CC1=CCOC(C1)C=C(C)C,floral; green,61275,61275
C=CCOC=O,ethereal; fruity; pungent,61278,61278
CC(C)SCC1=CC=CO1,coffee; garlic; meaty; onion; roasted; savory,61282,61282
CC1=CCC(C1(C)C)CCO,berry; camphoreous; sweet; woody,61284,61284
CC(CCC=C(C)C)CC(=O)OC,apple; brandy; floral; green; waxy; winey,61290,61290
CCCC(CC(=O)OCC)O,citrus; fresh; fruity; grape; green; winey,61293,61293
CCCCCCCCOC(=O)CCCCCCC,fatty; herbal; sweet; tea,61294,61294
CCCSC(=O)C,alliaceous; fresh; garlic; green; onion; sulfurous,61295,61295
CC(C)CCOC(=O)CC(=O)C,ethereal; fruity; sweet; winey,61296,61296
CC(CCC1=CC=CC=C1)O,floral; fruity; herbal,61302,61302
CCCCCCCCCCCCCC(=O)C,dairy; fatty; fruity; waxy,61303,61303
CCCCCCCOC(=O)C(C)C,fruity; herbal; tropical,61304,61304
CCCC=CC(=O)OC,fruity; green; pineapple,61310,61310
CCC(=O)OCC=C,apple; apricot; fruity; pear; pungent; sour; tropical,61319,61319
CC1C(=O)C(=C(O1)C)OC,caramellic; fruity; sweet; winey,61325,61325
COC1=CC=CC=C1OC(=O)CC2=CC=CC=C2,anisic; dry; honey; woody,61331,61331
CC1C(=O)C(=C(O1)C)OC(=O)C,fruity; strawberry,61334,61334
C=CCOC(=O)C1=CC=CO1,caramellic; coffee; fruity,61337,61337
C1=CC=C2C(=C1)C=C(O2)C=O,coumarinic; sweet,61341,61341
CCCCCCCC(=O)OCCCCCCC,fatty; green; musty; oily; tropical; waxy,61342,61342
CCCCCC(=O)C=C,metallic; mushroom,61346,61346
CCOCCC(=O)O,ethereal; fruity; pungent; sharp,61351,61351
CC(C)C1=CC=C(C=C1)CC=O,green; woody,61359,61359
CCCCC1C2=CC=CC=C2C(=O)O1,herbal,61361,61361
CC1=CC(=O)[C@@H](CC1)C(C)C,fresh; herbal; mint,61362,61362
CCC(=O)OC1CCCCC1,banana; fruity; green; pineapple; sweet; waxy,61375,61375
CCCCCC(=O)OCCC1=CC=CC=C1,fruity; honey; rose; waxy; woody,61384,61384
CCCCCCCCCCCC(=O)OCCC(C)C,fatty; oily; winey,61386,61386
COC1=C(C=C(C=C1)C=C)OC,earthy; medicinal; phenolic; smoky; sweet; vegetable,61400,61400
CC(CCC=C(C)C)CCOCC=O,citrus; floral; melon; rose,61401,61401
CC(=C(C)C(=O)OCC1=CC=CC=C1)C,fruity; herbal; spicy,61402,61402
CCCOC(C)OCCC1=CC=CC=C1,floral; green; leafy,61403,61403
CCCCCCCCC(=O)C(=O)C,coconut; creamy; dairy; milky; sweet,61404,61404
C=CCOC(=O)CCCC1CCCCC1,fruity; pineapple; sweet,61405,61405
C=CCOC(=O)CCCCCC1CCCCC1,fatty; fruity,61406,61406
C=CCOC(=O)CCCCC1CCCCC1,fruity; sweet,61407,61407
CCC(CC)C(=O)OCC=C,fruity; oily,61408,61408
CCCCCCCCC(=O)OCC=C,cognac; fatty; fruity; nutty; pineapple; winey,61410,61410
C=CCCCCCCCCC(=O)OCC=C,coconut; fatty; nutty; pineapple; sweet,61412,61412
CCCCCCC(=O)OCCCCC,banana; dry; ethereal; fruity; green; winey,61415,61415
CCCCC(=O)OCCC(C)CCC=C(C)C,fruity; herbal; honey; rose,61416,61416
CCC(=O)OCC1=CC=C(C=C1)OC,floral; fruity; herbal; sweet; vanilla,61417,61417
CCCCC(=O)O[C@@H]1CC2CCC1(C2(C)C)C,fruity; herbal; pine; tobacco; woody,61418,61418
CCCCCCCC(OC)OC,citrus; cognac; fresh; green; orange; waxy,61431,61431
CCCCCCCCCCCC(=O)OC1=CC=C(C=C1)C,balsamic; floral; sweet; waxy,61434,61434
CCCCCCCC(=O)OC(C)(CCC=C(C)C)C=C,dry; fruity; herbal,61435,61435
